,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,new_sum_loans,new_div_loans,exist_NY,grade_cat
425,,,16000,16000,16000, 36 months,7.02,494.18,A,A2,,,OWN,75000,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,121xx,NY,31.55,0,Jul-91,1,,,16,0,24735,45.8,23,w,15196.5,15196.5,979.0,979.0,803.5,175.5,0,0,0,Feb-19,494.18,Mar-19,Feb-19,0,,1,Individual,,,,0,0,82763,0,4,1,1,8.0,58028,74.0,0,0,15205,62,54000,2,0,3,1,5173,8230.0,71.0,0,0,183.0,329,45,8,0,52.0,,0.0,,0,2,8,3,3,9,12,14,8,16,0.0,0,0,1,100.0,66.7,0,0,132951,82763,28400,78951,,,,,,,,,,,,N,32000,2279.2022792022794,True,0
426,,,12000,12000,12000, 36 months,16.91,427.3,C,C5,Front End UI Software Developer,4 years,RENT,90000,Source Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,917xx,CA,10.79,1,Oct-92,0,5.0,,11,0,6947,31.9,24,w,11479.96,11479.96,837.69,837.69,520.04,317.65,0,0,0,Feb-19,427.3,Mar-19,Feb-19,0,,1,Individual,,,,0,0,32052,0,1,0,1,21.0,25105,78.0,0,0,1993,58,21800,0,0,0,2,3205,391.0,92.6,0,0,99.0,314,34,21,0,43.0,5.0,,5.0,0,4,6,5,12,2,9,20,6,11,0.0,0,0,0,87.5,75.0,0,0,55255,32052,5300,32292,,,,,,,,,,,,N,24000,709.6392667060911,False,2
427,,,10000,10000,10000, 36 months,7.56,311.34,A,A3,Nurse,4 years,MORTGAGE,77600,Not Verified,Dec-18,Current,n,,,credit_card,Credit card refinancing,891xx,NV,20.49,0,Apr-94,2,,,7,0,9073,16.4,16,w,9501.76,9501.76,616.38,616.38,498.24,118.14,0,0,0,Feb-19,311.34,Mar-19,Feb-19,0,,1,Individual,,,,0,0,96130,1,2,0,1,18.0,87057,,1,2,3493,16,55300,0,0,2,3,13733,42485.0,15.9,0,0,220.0,296,0,0,0,0.0,,0.0,,0,3,4,4,5,7,5,9,4,7,0.0,0,0,1,100.0,0.0,0,0,149598,96130,50500,94298,,,,,,,,,,,,N,20000,1322.7513227513227,False,0
428,,,13000,13000,13000, 60 months,10.72,280.84,B,B2,,,MORTGAGE,0,Not Verified,Dec-18,Current,n,,,major_purchase,Major purchase,864xx,AZ,,0,Feb-85,0,,,22,0,32720,26.0,47,w,12835.28,12835.28,273.11,273.11,164.72,108.39,0,0,0,Feb-19,284.72,Mar-19,Feb-19,0,,1,Joint App,130000.0,33.06,Not Verified,0,0,458348,1,4,2,4,2.0,95369,90.0,1,2,7925,41,126000,1,0,2,7,21826,88980.0,26.9,0,0,176.0,406,12,2,4,12.0,,12.0,,0,8,8,14,16,14,17,29,8,22,0.0,0,0,3,100.0,14.3,0,0,578219,128089,121700,114969,127976.0,Feb-85,1.0,4.0,24.0,28.9,4.0,27.0,0.0,0.0,,N,26000,1212.686567164179,False,1
429,,,40000,40000,40000, 36 months,8.19,1256.97,A,A4,Truck driver ,< 1 year,MORTGAGE,65000,Source Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,431xx,OH,23.52,0,Jun-00,0,,,17,0,24081,37.9,23,w,38025.34,38025.34,2486.64,2486.64,1974.66,511.98,0,0,0,Feb-19,1256.97,Mar-19,Feb-19,0,,1,Individual,,,,0,0,92819,0,2,1,1,7.0,18833,64.0,0,1,6391,46,63600,2,0,5,2,5460,32519.0,42.5,0,0,178.0,222,13,7,1,13.0,,7.0,,0,7,7,11,12,4,14,18,7,17,0.0,0,0,1,100.0,27.3,0,0,162528,42914,56600,29377,,,,,,,,,,,,N,80000,4884.004884004884,False,0
430,,,15000,15000,15000, 60 months,13.56,345.62,C,C1,Lead Technician /Highly Skilled ,2 years,MORTGAGE,70000,Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,448xx,OH,6.14,0,May-01,0,69.0,,6,0,12924,40.1,17,w,14645.77,14645.77,674.29,674.29,354.23,320.06,0,0,0,Feb-19,345.62,Mar-19,Feb-19,0,,1,Individual,,,,0,0,96863,1,0,1,2,11.0,0,,0,1,6725,40,32200,2,0,2,4,16144,18864.0,30.1,0,0,69.0,151,21,4,3,21.0,,6.0,,0,3,4,3,3,7,4,7,4,6,0.0,0,0,2,94.1,0.0,0,0,130500,12924,27000,0,,,,,,,,,,,,N,30000,1106.1946902654868,False,2
431,,,25000,25000,25000, 60 months,15.02,595.02,C,C3,US Navy Chief Petty Officer,10+ years,MORTGAGE,85000,Source Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,983xx,WA,14.32,0,Dec-89,0,53.0,,6,0,19346,79.3,16,w,24118.17,24118.17,1312.46,1312.46,881.83,430.63,0,0,0,Feb-19,747.75,Mar-19,Feb-19,0,61.0,1,Individual,,,,0,64,377910,0,2,1,1,10.0,24355,64.0,0,0,18786,70,24400,0,2,0,3,62985,5054.0,79.3,0,0,125.0,348,37,10,3,178.0,,13.0,,2,3,3,3,3,6,3,7,3,6,0.0,0,0,2,86.7,33.3,0,0,403453,43701,24400,38245,,,,,,,,,,,,N,50000,1664.4474034620507,False,2
432,,,11000,11000,11000, 60 months,8.19,224.05,A,A4,Detective,5 years,RENT,60000,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,701xx,LA,15.96,0,Jul-08,1,45.0,,19,0,9593,50.0,25,w,10751.0,10751.0,319.02,319.02,249.0,70.02,0,0,0,Feb-19,226.53,Mar-19,Feb-19,0,73.0,1,Individual,,,,0,0,53932,0,13,0,1,14.0,44339,95.0,1,1,7475,82,19200,0,0,1,2,2839,8607.0,52.7,0,0,125.0,124,11,11,0,11.0,,4.0,,1,3,3,5,5,18,6,6,3,19,0.0,0,0,1,92.0,20.0,0,0,65683,53932,18200,46483,,,,,,,,,,,,N,22000,1343.1013431013432,False,0
433,,,12000,12000,12000, 36 months,15.02,416.11,C,C3,Executive Chef ,< 1 year,RENT,65000,Source Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,276xx,NC,33.93,0,Nov-06,0,67.0,,14,0,27944,53.5,23,w,11464.85,11464.85,817.2,817.2,535.15,282.05,0,0,0,Feb-19,416.11,Mar-19,Feb-19,0,,1,Individual,,,,0,0,51111,0,3,0,2,13.0,23072,68.0,0,0,7844,59,52200,1,0,0,3,3651,24256.0,53.5,0,0,93.0,145,39,13,0,39.0,67.0,13.0,67.0,0,8,8,10,13,5,10,15,8,14,0.0,0,0,0,95.7,30.0,0,0,86896,51111,52200,34000,,,,,,,,,,,,N,24000,798.9347536617843,False,2
434,,,15000,15000,15000, 36 months,6.46,459.47,A,A1,IT Director,8 years,MORTGAGE,148000,Verified,Dec-18,Current,n,,,credit_card,Credit card refinancing,840xx,UT,14.92,0,Sep-12,0,,,14,0,12281,36.0,21,w,14240.52,14240.52,910.86,910.86,759.48,151.38,0,0,0,Feb-19,459.47,Mar-19,Feb-19,0,,1,Individual,,,,0,0,461303,3,3,2,4,3.0,97863,84.0,3,4,3194,58,34100,2,1,7,10,32950,9726.0,41.8,0,0,75.0,59,6,3,4,6.0,,6.0,,0,5,6,8,8,7,10,10,6,14,0.0,0,0,6,100.0,25.0,0,0,491947,110144,16700,104978,,,,,,,,,,,,N,30000,2321.981424148607,False,0
435,,,38000,38000,38000, 36 months,12.98,1280.01,B,B5,Case Manager,6 years,MORTGAGE,36000,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,030xx,NH,51.2,1,Feb-08,1,8.0,,13,0,32362,64.7,45,w,36252.65,36252.65,2518.92,2518.92,1747.35,771.57,0,0,0,Feb-19,1280.01,Mar-19,Feb-19,0,,1,Joint App,131000.0,19.42,Not Verified,0,0,384356,0,7,0,1,14.0,68743,71.0,0,2,19984,69,50000,1,0,1,3,29566,3326.0,89.4,0,0,130.0,121,18,14,1,52.0,8.0,2.0,8.0,0,2,4,2,7,34,5,10,4,13,0.0,0,0,0,95.3,100.0,0,0,447031,101105,31500,96360,46551.0,Feb-08,4.0,2.0,25.0,64.8,10.0,16.0,0.0,0.0,,N,76000,2927.5808936825883,False,1
436,,,10000,10000,10000, 36 months,7.56,311.34,A,A3,,2 years,RENT,25000,Source Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,420xx,KY,7.92,2,Dec-02,1,14.0,,5,0,10916,65.0,14,w,9501.76,9501.76,616.38,616.38,498.24,118.14,0,0,0,Feb-19,311.34,Mar-19,Feb-19,0,,1,Individual,,,,0,0,10916,1,0,0,0,,0,,2,2,10916,65,16800,0,0,1,2,2729,584.0,94.9,0,0,,192,1,1,0,77.0,14.0,1.0,14.0,0,1,1,1,5,0,5,14,1,5,0.0,0,0,2,85.7,100.0,0,0,16800,10916,11500,0,,,,,,,,,,,,N,20000,1322.7513227513227,False,0
437,,,7000,7000,7000, 36 months,11.31,230.21,B,B3,Cashier,4 years,MORTGAGE,26000,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,775xx,TX,19.1,0,Dec-96,0,29.0,,6,0,757,7.6,20,f,6835.76,6835.76,230.21,230.21,164.24,65.97,0,0,0,Feb-19,236.81,Mar-19,Feb-19,0,29.0,1,Individual,,,,0,0,4757,2,1,0,1,20.0,4000,42.0,2,2,229,24,10000,4,0,3,3,793,5245.0,8.0,0,0,56.0,264,2,2,2,3.0,29.0,3.0,29.0,6,2,3,2,8,3,5,15,3,6,0.0,0,0,2,70.0,0.0,0,0,19600,4757,5700,9600,,,,,,,,,,,,N,14000,618.921308576481,False,1
438,,,25000,25000,25000, 60 months,17.97,634.43,D,D1,Service Coordinator,2 years,MORTGAGE,55000,Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,974xx,OR,46.59,0,Dec-05,1,73.0,,15,0,29193,75.8,39,w,24476.0,24476.0,1231.42,1231.42,524.0,707.42,0,0,0,Feb-19,634.43,Mar-19,Feb-19,0,,1,Joint App,227000.0,19.01,Source Verified,0,0,454134,0,4,0,3,13.0,93275,88.0,1,3,8817,83,38500,0,9,2,6,32438,3571.0,83.2,0,0,156.0,135,7,7,3,7.0,,3.0,,0,5,8,6,6,21,10,15,8,15,0.0,0,0,1,97.4,80.0,0,0,489147,122468,21300,104592,73368.0,Aug-03,0.0,3.0,25.0,61.5,6.0,24.0,0.0,0.0,,N,50000,1391.2075681691708,False,3
439,,,10500,10500,10500, 36 months,7.56,326.91,A,A3,Police officer,9 years,MORTGAGE,86000,Not Verified,Dec-18,Current,n,,,credit_card,Credit card refinancing,221xx,VA,10.77,0,May-01,0,,,6,0,8758,0.2,22,w,9976.84,9976.84,647.2,647.2,523.16,124.04,0,0,0,Feb-19,326.91,Mar-19,Feb-19,0,,1,Individual,,,,0,0,263037,0,1,0,0,30.0,22594,,0,1,8698,0,65300,0,0,1,1,43840,56542.0,0.2,0,0,195.0,211,19,19,1,19.0,,12.0,,0,2,2,4,6,12,4,9,2,6,0.0,0,0,0,100.0,0.0,0,0,357403,31352,65300,37403,,,,,,,,,,,,N,21000,1388.888888888889,False,0
440,,,20000,20000,20000, 60 months,16.14,487.86,C,C4,Instructor/Transporter/Job Coach,4 years,RENT,30000,Source Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,532xx,WI,41.84,0,Jan-03,1,,,10,0,10983,49.0,15,w,19559.34,19559.34,948.82,948.82,440.66,508.16,0,0,0,Feb-19,487.86,Mar-19,Feb-19,0,,1,Joint App,62000.0,20.77,Source Verified,0,0,87423,2,4,3,4,5.0,23908,78.0,0,1,9883,66,22400,1,0,4,6,8742,4017.0,73.2,0,0,56.0,191,24,5,2,24.0,,5.0,,0,2,2,2,3,5,4,7,2,10,0.0,0,0,3,100.0,50.0,0,0,131547,34891,15000,30647,17258.0,Nov-02,1.0,2.0,15.0,76.4,11.0,7.0,0.0,0.0,,N,40000,1239.1573729863692,False,2
441,,,6600,6600,6325, 36 months,11.31,217.05,B,B3,,,RENT,23000,Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,070xx,NJ,18.95,1,May-03,0,10.0,,5,0,6837,45.0,12,f,6445.15,6176.6,219.13,210.0,154.85,64.28,0,0,0,Feb-19,225.35,Mar-19,Feb-19,0,10.0,1,Individual,,,,0,0,10101,0,1,0,1,21.0,3264,47.0,0,1,4050,46,15200,0,0,0,2,2020,3063.0,69.1,1,0,90.0,187,18,18,0,18.0,,,,1,2,2,2,4,4,4,8,2,5,0.0,0,1,0,91.7,50.0,0,0,22112,10101,9900,6912,,,,,,,,,,,,N,13200,583.554376657825,False,1
442,,,40000,40000,40000, 60 months,10.33,856.4,B,B1,Senior Program Analyst,10+ years,MORTGAGE,115000,Verified,Dec-18,Current,n,,,home_improvement,Home improvement,921xx,CA,9.35,0,Sep-98,0,,,13,0,29492,35.9,21,w,38971.46,38971.46,1678.37,1678.37,1028.54,649.83,0,0,0,Feb-19,856.4,Mar-19,Feb-19,0,,1,Individual,,,,0,0,922454,1,1,1,1,4.0,24126,99.0,0,0,13905,50,82200,0,1,0,3,70958,48708.0,37.7,0,0,176.0,243,32,4,5,40.0,,15.0,,0,5,5,9,10,4,10,12,5,13,0.0,0,0,3,100.0,22.2,0,0,988820,53618,78200,24355,,,,,,,,,,,,N,80000,3872.216844143272,False,1
443,,,16000,16000,16000, 36 months,8.81,507.39,A,A5,Clinical Manager,9 years,RENT,106000,Not Verified,Dec-18,Current,n,,,credit_card,Credit card refinancing,029xx,RI,16.73,0,Jan-96,0,,,19,0,18443,43.4,44,w,15217.29,15217.29,1003.03,1003.03,782.71,220.32,0,0,0,Feb-19,507.39,Mar-19,Feb-19,0,,1,Individual,,,,0,0,529032,1,9,6,12,4.0,510589,74.0,0,2,14465,63,42500,2,0,4,14,29391,18740.0,47.9,0,0,145.0,275,16,4,1,16.0,,7.0,,0,3,4,7,12,28,10,15,4,19,0.0,0,0,6,100.0,33.3,0,0,567807,529032,36000,525307,,,,,,,,,,,,N,32000,1816.1180476730985,False,0
444,,,10000,10000,10000, 36 months,23.4,389.19,E,E1,General Manager,10+ years,MORTGAGE,130000,Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,421xx,KY,14.5,0,Apr-14,1,,,11,0,22231,60.9,15,w,9805.81,9805.81,434.69,434.69,194.19,240.5,0,0,0,Feb-19,454.19,Mar-19,Feb-19,0,,1,Individual,,,,0,0,207833,2,2,1,2,5.0,25396,85.0,1,2,6034,72,36500,2,0,1,6,18894,12812.0,61.3,0,0,13.0,50,4,4,4,4.0,,6.0,,0,7,8,7,7,2,8,9,8,11,0.0,0,0,2,100.0,57.1,0,0,238500,47627,33100,30000,,,,,,,,,,,,N,20000,427.35042735042737,False,4
445,,,8000,8000,8000, 36 months,7.56,249.08,A,A3,Associate Research Fellow,10+ years,MORTGAGE,250000,Not Verified,Dec-18,Fully Paid,n,,,other,Other,920xx,CA,20.1,0,Jan-87,0,,,17,0,133414,61.2,29,w,0.0,0.0,8053.551386,8053.55,8000.0,53.55,0,0,0,Feb-19,8058.59,,Feb-19,0,,1,Individual,,,,0,0,839055,1,2,0,2,18.0,69628,,1,3,63926,61,181100,3,4,2,6,49356,40847.0,63.5,0,0,126.0,383,11,5,4,11.0,,7.0,,0,7,8,10,11,11,13,14,8,17,0.0,0,0,2,100.0,60.0,0,0,950005,203042,174100,103095,,,,,,,,,,,,N,16000,1058.2010582010582,False,0
446,,,40000,40000,40000, 36 months,10.72,1304.26,B,B2,Deputy Director,10+ years,MORTGAGE,150000,Source Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,207xx,MD,22.02,0,May-95,1,,,17,0,73701,39.5,41,w,38097.69,38097.69,2441.77,2441.77,1902.31,539.46,0,0,0,Feb-19,1304.26,Mar-19,Feb-19,0,,1,Individual,,,,0,0,481120,0,2,0,0,26.0,45712,92.0,0,3,15732,44,186800,1,4,1,4,30070,108774.0,40.3,0,0,283.0,251,20,16,5,20.0,,6.0,,0,9,10,12,15,13,14,22,10,17,0.0,0,0,0,100.0,18.2,0,0,621497,119413,182300,64625,,,,,,,,,,,,N,80000,3731.3432835820895,False,1
447,,,40000,40000,40000, 60 months,15.02,952.02,C,C3,,,MORTGAGE,31200,Verified,Dec-18,Current,n,,,home_improvement,Home improvement,794xx,TX,44.12,0,Mar-99,0,65.0,,15,0,30196,55.7,34,w,39091.64,39091.64,1853.97,1853.97,908.36,945.61,0,0,0,Feb-19,952.02,Mar-19,Feb-19,0,65.0,1,Joint App,216200.0,13.53,Verified,0,0,325224,2,1,2,2,3.0,28820,98.0,2,2,9267,71,54200,1,1,3,5,25017,16609.0,64.3,0,0,237.0,193,7,3,3,7.0,,1.0,73.0,1,8,9,9,12,9,13,22,9,15,0.0,0,0,5,93.9,25.0,0,0,351223,59016,46500,29460,61092.0,Sep-02,2.0,3.0,23.0,54.9,4.0,27.0,0.0,0.0,75.0,N,80000,2663.115845539281,False,2
448,,,3000,3000,2975, 36 months,13.56,101.9,C,C1,Meat Cutter,6 years,MORTGAGE,35000,Source Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,272xx,NC,9.4,0,Mar-05,0,37.0,,4,0,400,23.5,6,f,2863.23,2839.37,200.41,198.74,136.77,63.64,0,0,0,Feb-19,101.9,Mar-19,Feb-19,0,37.0,1,Individual,,,,0,0,9765,0,1,0,1,16.0,9365,81.0,2,2,289,73,1700,0,1,1,3,2441,711.0,28.9,0,0,85.0,33,10,10,0,33.0,,10.0,,1,1,2,1,1,2,3,3,2,4,0.0,0,0,2,83.3,0.0,0,0,13295,9765,1000,11595,,,,,,,,,,,,N,6000,221.23893805309734,False,2
449,,,40000,40000,40000, 36 months,6.46,1225.24,A,A1,Executive Director,4 years,MORTGAGE,135000,Source Verified,Dec-18,Current,n,,,credit_card,Credit card refinancing,799xx,TX,29.55,1,Jul-04,0,9.0,,8,0,46366,82.7,18,w,38990.09,38990.09,1210.89,1210.89,1009.91,200.98,0,0,0,Feb-19,1232.42,Mar-19,Feb-19,0,,1,Individual,,,,0,0,327828,0,3,0,0,34.0,116702,,0,0,13830,83,80400,0,9,0,0,40979,28243.0,86.5,0,0,164.0,173,42,34,4,42.0,,,,0,3,4,3,5,8,4,6,4,8,0.0,0,0,0,94.4,66.7,0,0,454395,163068,52400,200145,,,,,,,,,,,,N,80000,6191.950464396285,False,0
450,,,8000,8000,8000, 36 months,18.94,293.01,D,D2,Hospice Nurse,8 years,MORTGAGE,98000,Not Verified,Dec-18,Current,n,,,home_improvement,Home improvement,793xx,TX,32.04,0,Mar-96,0,,,16,0,24518,34.8,39,w,7833.26,7833.26,322.47,322.47,166.74,155.73,0,0,0,Feb-19,335.1,Mar-19,Feb-19,0,,1,Individual,,,,0,0,161504,2,5,2,4,6.0,68980,78.0,3,4,9726,59,70500,1,0,0,8,10094,5033.0,70.9,0,0,162.0,273,5,5,3,41.0,,17.0,,0,3,8,3,7,16,10,20,8,16,0.0,0,0,5,100.0,66.7,0,0,232125,93498,17300,88637,,,,,,,,,,,,N,16000,422.3864836325237,False,3
451,,,13000,13000,13000, 60 months,12.98,295.66,B,B5,Collection Specialist,10+ years,MORTGAGE,33000,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,132xx,NY,22.76,1,Apr-02,0,20.0,,12,0,6086,18.4,17,w,12688.24,12688.24,577.26,577.26,311.76,265.5,0,0,0,Feb-19,295.66,Mar-19,Feb-19,0,20.0,1,Individual,,,,0,0,76018,0,2,0,1,16.0,6095,50.0,0,2,1840,27,33100,1,1,0,3,6335,10205.0,26.1,0,0,142.0,193,16,16,1,16.0,56.0,16.0,56.0,1,3,8,3,5,4,9,11,8,12,0.0,0,1,0,88.2,0.0,0,0,118501,12181,13800,12201,,,,,,,,,,,,N,26000,1001.5408320493066,True,1
452,,,10000,10000,10000, 36 months,10.72,326.07,B,B2,Patient services coordinator ,9 years,RENT,55000,Not Verified,Dec-18,Current,n,,,credit_card,Credit card refinancing,891xx,NV,26.86,1,Oct-01,1,22.0,,13,0,7658,43.5,22,w,9524.41,9524.41,643.21,643.21,475.59,167.62,0,0,0,Feb-19,326.07,Mar-19,Feb-19,0,22.0,1,Individual,,,,0,0,46074,2,2,0,1,21.0,38416,83.0,4,7,1820,57,17600,1,1,1,8,3544,4155.0,48.1,0,0,206.0,52,6,6,0,10.0,,6.0,24.0,4,3,11,3,3,7,11,14,11,13,0.0,0,1,4,72.7,0.0,0,0,64046,46074,8000,46446,,,,,,,,,,,,N,20000,932.8358208955224,False,1
453,,,40000,40000,40000, 60 months,8.19,814.7,A,A4,Customer Care Specialist- Remote,1 year,MORTGAGE,384000,Source Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,628xx,IL,7.99,0,Nov-06,1,,,26,0,34290,52.0,42,w,38912.9,38912.9,1602.1,1602.1,1087.1,515.0,0,0,0,Feb-19,814.7,Mar-19,Feb-19,0,,1,Individual,,,,0,0,260573,1,16,2,5,10.0,175685,109.0,3,3,13563,90,66000,0,7,5,8,10022,21437.0,55.0,0,0,130.0,145,4,4,2,4.0,,0.0,,0,3,4,5,8,25,9,15,4,26,0.0,0,0,5,100.0,40.0,0,0,297722,209975,47600,169722,,,,,,,,,,,,N,80000,4884.004884004884,False,0
454,,,19200,19200,19200, 60 months,10.33,411.07,B,B1,Truck Driver,< 1 year,RENT,80000,Source Verified,Dec-18,Current,n,,,credit_card,Credit card refinancing,802xx,CO,6.92,0,Apr-11,0,,,8,0,6099,23.0,8,w,18706.3,18706.3,745.01,745.01,493.7,251.31,0,0,0,Feb-19,411.07,Mar-19,Feb-19,0,,1,Individual,,,,0,0,17062,1,1,0,0,30.0,10963,67.0,1,2,3622,40,26500,0,0,2,2,2133,12088.0,23.5,0,0,30.0,92,1,1,0,1.0,,0.0,,0,2,4,4,4,1,7,7,4,8,0.0,0,0,1,100.0,0.0,0,0,42772,17062,15800,16272,,,,,,,,,,,,N,38400,1858.6640851887705,False,1
455,,,4000,4000,4000, 36 months,16.14,140.91,C,C4,Electrician,10+ years,RENT,40000,Not Verified,Dec-18,Current,n,,,small_business,Business,730xx,OK,5.37,0,Nov-09,0,,,4,0,4877,43.2,9,f,3824.61,3824.61,276.44,276.44,175.39,101.05,0,0,0,Feb-19,140.91,Mar-19,Feb-19,0,,1,Individual,,,,0,140,4877,0,0,1,1,10.0,0,,0,0,2815,43,11300,1,1,2,1,1219,6423.0,43.2,0,0,69.0,109,27,10,0,27.0,,5.0,,0,4,4,4,6,3,4,6,4,4,0.0,0,0,1,100.0,0.0,0,0,11300,4877,11300,0,,,,,,,,,,,,N,8000,247.83147459727385,False,2
456,,,16000,16000,16000, 36 months,8.19,502.79,A,A4,Medical Laboratory Technician,5 years,MORTGAGE,42900,Source Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,782xx,TX,26.4,0,Nov-04,2,,,9,0,509,2.1,16,w,15210.13,15210.13,994.66,994.66,789.87,204.79,0,0,0,Feb-19,502.79,Mar-19,Feb-19,0,,1,Individual,,,,0,0,45497,1,4,1,1,10.0,44988,80.0,1,3,127,56,24500,0,0,6,4,5055,19873.0,0.6,0,0,169.0,34,3,3,2,13.0,,3.0,,0,1,3,1,1,9,5,5,3,9,0.0,0,0,2,100.0,0.0,0,0,81018,45497,20000,56518,,,,,,,,,,,,N,32000,1953.6019536019537,False,0
457,,,16000,16000,16000, 36 months,7.02,494.18,A,A2,Tax Examiner IV,10+ years,MORTGAGE,65000,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,056xx,VT,24.0,0,Dec-06,0,,,11,0,13035,33.5,18,w,15196.5,15196.5,979.0,979.0,803.5,175.5,0,0,0,Feb-19,494.18,Mar-19,Feb-19,0,,1,Individual,,,,0,0,157138,0,2,1,2,12.0,39568,83.0,1,1,3542,61,38900,1,3,1,3,14285,21044.0,36.2,0,0,126.0,144,7,7,4,7.0,,12.0,,0,5,7,5,6,5,7,9,7,11,0.0,0,0,2,100.0,0.0,0,0,259515,52603,33000,47615,,,,,,,,,,,,N,32000,2279.2022792022794,False,0
458,,,8250,8250,8250, 36 months,10.33,267.49,B,B1,Licensing Coordinator,2 years,RENT,40000,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,442xx,OH,24.6,0,Sep-08,0,,,17,0,13157,59.8,22,f,7449.26,7449.26,898.6,898.6,800.74,97.86,0,0,0,Feb-19,267.49,Mar-19,Feb-19,0,,1,Individual,,,,0,0,117301,0,11,0,0,31.0,104144,121.0,0,3,5167,108,22000,0,0,1,3,6900,4854.0,70.0,0,0,123.0,65,20,20,0,20.0,,6.0,,0,4,6,4,4,15,6,7,6,17,0.0,0,0,0,100.0,25.0,0,0,108317,117301,16200,86317,,,,,,,,,,,,N,16500,798.6447241045498,False,1
459,,,40000,40000,40000, 36 months,7.02,1235.45,A,A2,,< 1 year,OWN,175000,Not Verified,Dec-18,Current,n,,,other,Other,402xx,KY,4.05,0,Oct-04,3,,,14,0,32974,49.7,27,w,37991.24,37991.24,2447.5,2447.5,2008.76,438.74,0,0,0,Feb-19,1235.45,Mar-19,Feb-19,0,,1,Individual,,,,0,0,255921,1,6,0,0,31.0,56329,87.0,2,3,8800,68,66300,0,0,6,4,19686,26551.0,25.2,0,0,170.0,167,5,5,4,7.0,,0.0,,0,2,4,5,6,12,7,11,4,14,0.0,0,0,3,76.2,25.0,0,0,300060,89303,35500,64860,,,,,,,,,,,,N,80000,5698.005698005698,False,0
